go_id	name
GO:0006809	nitric oxide biosynthetic process
GO:0006810	transport
GO:0006811	monoatomic ion transport
GO:0006812	monoatomic cation transport
GO:0006813	potassium ion transport
GO:0006814	sodium ion transport
GO:0006816	calcium ion transport
GO:0006817	phosphate ion transport
GO:0006824	cobalt ion transport
GO:0006825	copper ion transport
GO:0006826	iron ion transport
GO:0006865	amino acid transport
GO:0006874	intracellular calcium ion homeostasis
GO:0006882	intracellular zinc ion homeostasis
GO:0006883	intracellular sodium ion homeostasis
GO:0006886	intracellular protein transport
GO:0006935	chemotaxis
GO:0006950	response to stress
GO:0006974	DNA damage response
GO:0006979	response to oxidative stress
GO:0007059	chromosome segregation
GO:0007154	cell communication
GO:0007155	cell adhesion
GO:0007165	signal transduction
GO:0007167	enzyme-linked receptor protein signaling pathway
GO:0007231	osmosensory signaling pathway
GO:0007234	osmosensory signaling via phosphorelay pathway
GO:0007623	circadian rhythm
GO:0008033	tRNA processing
GO:0008047	enzyme activator activity
GO:0008076	voltage-gated potassium channel complex
GO:0008080	N-acetyltransferase activity
GO:0008081	phosphoric diester hydrolase activity
GO:0008097	5S rRNA binding
GO:0008106	alcohol dehydrogenase (NADP+) activity
GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
GO:0008113	peptide-methionine (S)-S-oxide reductase activity
GO:0008115	sarcosine oxidase activity
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
GO:0008137	NADH dehydrogenase (ubiquinone) activity
GO:0008146	sulfotransferase activity
GO:0008150	biological_process
GO:0008152	metabolic process
GO:0008168	methyltransferase activity
GO:0008170	N-methyltransferase activity
GO:0008171	O-methyltransferase activity
GO:0008173	RNA methyltransferase activity
GO:0008176	tRNA (guanine(46)-N7)-methyltransferase activity
GO:0008177	succinate dehydrogenase (quinone) activity
GO:0008184	glycogen phosphorylase activity
GO:0008186	ATP-dependent activity, acting on RNA
GO:0008194	UDP-glycosyltransferase activity
GO:0008198	ferrous iron binding
GO:0008199	ferric iron binding
GO:0008202	steroid metabolic process
GO:0008233	peptidase activity
GO:0008234	cysteine-type peptidase activity
GO:0008235	metalloexopeptidase activity
GO:0008236	serine-type peptidase activity
GO:0008237	metallopeptidase activity
GO:0008238	exopeptidase activity
GO:0008239	dipeptidyl-peptidase activity
GO:0008241	peptidyl-dipeptidase activity
GO:0008253	5'-nucleotidase activity
GO:0008254	3'-nucleotidase activity
GO:0008263	pyrimidine-specific mismatch base pair DNA N-glycosylase activity
GO:0008270	zinc ion binding
GO:0008273	calcium, potassium:sodium antiporter activity
GO:0008276	protein methyltransferase activity
GO:0008289	lipid binding
GO:0008295	spermidine biosynthetic process
GO:0008299	isoprenoid biosynthetic process
GO:0008311	double-stranded DNA 3'-5' DNA exonuclease activity
GO:0008312	7S RNA binding
GO:0008320	transmembrane protein transporter activity
GO:0008324	monoatomic cation transmembrane transporter activity
GO:0008360	regulation of cell shape
GO:0008379	thioredoxin peroxidase activity
GO:0008381	mechanosensitive monoatomic ion channel activity
GO:0008408	3'-5' exonuclease activity
GO:0008409	5'-3' exonuclease activity
GO:0008412	4-hydroxybenzoate polyprenyltransferase activity
GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity
GO:0008422	beta-glucosidase activity
GO:0008430	selenium binding
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
GO:0008446	GDP-mannose 4,6-dehydratase activity
GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity
GO:0008449	N-acetylglucosamine-6-sulfatase activity
GO:0008453	L-alanine:glyoxylate transaminase activity
GO:0008460	dTDP-glucose 4,6-dehydratase activity
GO:0008473	ornithine cyclodeaminase activity
GO:0008477	purine nucleosidase activity
GO:0008479	tRNA-guanosine(34) queuine transglycosylase activity
GO:0008483	transaminase activity
GO:0008495	protoheme IX farnesyltransferase activity
GO:0008531	riboflavin kinase activity
GO:0008556	P-type potassium transmembrane transporter activity
GO:0008564	protein-exporting ATPase activity
GO:0008610	lipid biosynthetic process
GO:0008615	pyridoxine biosynthetic process
GO:0008616	tRNA queuosine(34) biosynthetic process
GO:0008641	ubiquitin-like modifier activating enzyme activity
GO:0008643	carbohydrate transport
GO:0008649	rRNA methyltransferase activity
GO:0008652	amino acid biosynthetic process
GO:0008653	lipopolysaccharide metabolic process
GO:0008654	phospholipid biosynthetic process
GO:0008658	penicillin binding
GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity
GO:0008675	2-dehydro-3-deoxy-phosphogluconate aldolase activity
GO:0008676	3-deoxy-8-phosphooctulonate synthase activity
GO:0008677	2-dehydropantoate 2-reductase activity
GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity
GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity
GO:0008690	3-deoxy-manno-octulosonate cytidylyltransferase activity
GO:0008691	3-hydroxybutyryl-CoA dehydrogenase activity
GO:0008694	4-hydroxy-3-polyprenylbenzoate decarboxylase activity
GO:0008700	(R,S)-4-hydroxy-2-oxoglutarate aldolase activity
GO:0008701	4-hydroxy-2-oxovalerate aldolase activity
GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity
GO:0008705	methionine synthase activity
GO:0008710	8-amino-7-oxononanoate synthase activity
GO:0008713	ADP-heptose-lipopolysaccharide heptosyltransferase activity
GO:0008716	D-alanine-D-alanine ligase activity
GO:0008728	GTP diphosphokinase activity
GO:0008734	L-aspartate oxidase activity
GO:0008743	L-threonine 3-dehydrogenase activity
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
GO:0008750	proton-translocating NAD(P)+ transhydrogenase activity
GO:0008756	o-succinylbenzoate-CoA ligase activity
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
GO:0008758	UDP-2,3-diacylglucosamine hydrolase activity
GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
GO:0008761	UDP-N-acetylglucosamine 2-epimerase activity
GO:0008762	UDP-N-acetylmuramate dehydrogenase activity
GO:0008763	UDP-N-acetylmuramate-L-alanine ligase activity
GO:0008764	UDP-N-acetylmuramoylalanine-D-glutamate ligase activity
GO:0008765	UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity
GO:0008766	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity
GO:0008767	UDP-galactopyranose mutase activity
GO:0008776	acetate kinase activity
GO:0008781	N-acylneuraminate cytidylyltransferase activity
GO:0008783	agmatinase activity
GO:0008784	alanine racemase activity
GO:0008792	arginine decarboxylase activity
GO:0008794	arsenate reductase (glutaredoxin) activity
GO:0008795	NAD+ synthase activity
GO:0008797	aspartate ammonia-lyase activity
GO:0008800	beta-lactamase activity
GO:0008801	beta-phosphoglucomutase activity
GO:0008803	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity
GO:0008812	choline dehydrogenase activity
GO:0008813	chorismate lyase activity
GO:0008817	corrinoid adenosyltransferase activity
GO:0008818	cobalamin 5'-phosphate synthase activity
GO:0008820	cobinamide phosphate guanylyltransferase activity
GO:0008821	crossover junction DNA endonuclease activity
GO:0008824	cyanate hydratase activity
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity
GO:0008831	dTDP-4-dehydrorhamnose reductase activity
GO:0008832	dGTPase activity
GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity
GO:0008836	diaminopimelate decarboxylase activity
GO:0008837	diaminopimelate epimerase activity
GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase activity
GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity
GO:0008841	dihydrofolate synthase activity
GO:0008855	exodeoxyribonuclease VII activity
GO:0008859	exoribonuclease II activity
GO:0008870	galactoside O-acetyltransferase activity
GO:0008876	quinoprotein glucose dehydrogenase activity
GO:0008878	glucose-1-phosphate adenylyltransferase activity
GO:0008879	glucose-1-phosphate thymidylyltransferase activity
GO:0008881	glutamate racemase activity
GO:0008883	glutamyl-tRNA reductase activity
GO:0008887	glycerate kinase activity
GO:0008890	glycine C-acetyltransferase activity
GO:0008902	hydroxymethylpyrimidine kinase activity
GO:0008909	isochorismate synthase activity
GO:0008915	lipid-A-disaccharide synthase activity
GO:0008922	long-chain fatty acid [acyl-carrier-protein] ligase activity
GO:0008926	mannitol-1-phosphate 5-dehydrogenase activity
GO:0008929	methylglyoxal synthase activity
GO:0008932	lytic endotransglycosylase activity
GO:0008933	peptidoglycan lytic transglycosylase activity
GO:0008934	inositol monophosphate 1-phosphatase activity
GO:0008935	1,4-dihydroxy-2-naphthoyl-CoA synthase activity
GO:0008939	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity
GO:0008941	nitric oxide dioxygenase [NAD(P)H] activity
GO:0008942	nitrite reductase [NAD(P)H] activity
GO:0008955	peptidoglycan glycosyltransferase activity
GO:0008961	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity
GO:0008962	phosphatidylglycerophosphatase activity
GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity
GO:0008964	phosphoenolpyruvate carboxylase activity
GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity
GO:0008966	phosphoglucosamine mutase activity
GO:0008967	phosphoglycolate phosphatase activity
GO:0008972	phosphomethylpyrimidine kinase activity
GO:0008973	phosphopentomutase activity
GO:0008974	phosphoribulokinase activity
GO:0008976	polyphosphate kinase activity
GO:0008977	prephenate dehydrogenase (NAD+) activity
GO:0008983	protein-glutamate O-methyltransferase activity
GO:0008984	protein-glutamate methylesterase activity
GO:0008986	pyruvate, water dikinase activity
GO:0008987	quinolinate synthetase A activity
GO:0008990	rRNA (guanine-N2-)-methyltransferase activity
GO:0008998	ribonucleoside-triphosphate reductase (thioredoxin) activity
GO:0008999	protein-N-terminal-alanine acetyltransferase activity
GO:0009001	L-serine O-acetyltransferase activity
GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity
GO:0009003	signal peptidase activity
GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity
GO:0009008	DNA-methyltransferase activity
GO:0009011	alpha-1,4-glucan glucosyltransferase (ADP-glucose donor) activity
GO:0009022	tRNA nucleotidyltransferase activity
GO:0009030	thiamine-phosphate kinase activity
GO:0009034	tryptophanase activity
GO:0009035	type I site-specific deoxyribonuclease activity
GO:0009039	urease activity
GO:0009042	L-valine:pyruvate transaminase activity
GO:0009051	pentose-phosphate shunt, oxidative branch
GO:0009052	pentose-phosphate shunt, non-oxidative branch
GO:0009055	electron transfer activity
GO:0009056	catabolic process
GO:0009057	macromolecule catabolic process
GO:0009060	aerobic respiration
GO:0009061	anaerobic respiration
GO:0009063	amino acid catabolic process
GO:0009067	aspartate family amino acid biosynthetic process
GO:0009073	aromatic amino acid biosynthetic process
GO:0009086	GO:0009086
GO:0009088	L-threonine biosynthetic process
GO:0009089	GO:0009089
GO:0009090	L-homoserine biosynthetic process
GO:0009094	L-phenylalanine biosynthetic process
GO:0009097	GO:0009097
GO:0009098	L-leucine biosynthetic process
GO:0009099	L-valine biosynthetic process
GO:0009101	glycoprotein biosynthetic process
GO:0009102	biotin biosynthetic process
GO:0009103	lipopolysaccharide biosynthetic process
GO:0009113	purine nucleobase biosynthetic process
GO:0009117	nucleotide metabolic process
GO:0009146	purine nucleoside triphosphate catabolic process
GO:0009152	purine ribonucleotide biosynthetic process
GO:0009156	ribonucleoside monophosphate biosynthetic process
GO:0009164	nucleoside catabolic process
GO:0009190	cyclic nucleotide biosynthetic process
GO:0009225	nucleotide-sugar metabolic process
GO:0009228	thiamine biosynthetic process
GO:0009229	thiamine diphosphate biosynthetic process
GO:0009231	riboflavin biosynthetic process
GO:0009233	menaquinone metabolic process
GO:0009234	menaquinone biosynthetic process
GO:0009236	cobalamin biosynthetic process
GO:0009239	enterobactin biosynthetic process
GO:0009243	O antigen biosynthetic process
GO:0009244	lipopolysaccharide core region biosynthetic process
GO:0009245	lipid A biosynthetic process
GO:0009247	glycolipid biosynthetic process
GO:0009249	protein lipoylation
GO:0009252	peptidoglycan biosynthetic process
GO:0009253	peptidoglycan catabolic process
GO:0009254	peptidoglycan turnover
GO:0009264	deoxyribonucleotide catabolic process
GO:0009267	cellular response to starvation
GO:0009273	peptidoglycan-based cell wall biogenesis
GO:0009279	cell outer membrane
GO:0009294	DNA-mediated transformation
GO:0009295	nucleoid
GO:0009298	GDP-mannose biosynthetic process
GO:0009306	protein secretion
GO:0009307	DNA restriction-modification system
GO:0009311	oligosaccharide metabolic process
GO:0009314	response to radiation
GO:0009317	acetyl-CoA carboxylase complex
GO:0009318	exodeoxyribonuclease VII complex
GO:0009328	phenylalanine-tRNA ligase complex
GO:0009330	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex
GO:0009337	sulfite reductase complex (NADPH)
GO:0009338	exodeoxyribonuclease V complex
GO:0009339	glycolate oxidase complex
GO:0009349	riboflavin synthase complex
GO:0009358	polyphosphate kinase complex
GO:0009360	DNA polymerase III complex
GO:0009361	succinate-CoA ligase complex (ADP-forming)
GO:0009366	enterobactin synthetase complex
GO:0009368	endopeptidase Clp complex
GO:0009376	HslUV protease complex
GO:0009378	four-way junction helicase activity
GO:0009379	Holliday junction helicase complex
GO:0009380	excinuclease repair complex
GO:0009381	excinuclease ABC activity
GO:0009396	folic acid-containing compound biosynthetic process
GO:0009398	FMN biosynthetic process
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
GO:0009404	toxin metabolic process
GO:0009408	response to heat
GO:0009409	response to cold
GO:0009411	response to UV
GO:0009416	response to light stimulus
GO:0009423	chorismate biosynthetic process
GO:0009432	SOS response
GO:0009435	NAD+ biosynthetic process
GO:0009440	cyanate catabolic process
GO:0009496	plastoquinol--plastocyanin reductase activity
GO:0009512	cytochrome b6f complex
GO:0009521	photosystem
GO:0009522	photosystem I
GO:0009523	photosystem II
GO:0009535	chloroplast thylakoid membrane
GO:0009538	photosystem I reaction center
GO:0009539	photosystem II reaction center
GO:0009579	thylakoid
GO:0009583	detection of light stimulus
GO:0009635	response to herbicide
GO:0009636	response to toxic substance
GO:0009654	photosystem II oxygen evolving complex
GO:0009690	cytokinin metabolic process
GO:0009697	salicylic acid biosynthetic process
GO:0009767	photosynthetic electron transport chain
GO:0009772	photosynthetic electron transport in photosystem II
GO:0009773	photosynthetic electron transport in photosystem I
GO:0009853	photorespiration
GO:0009881	photoreceptor activity
GO:0009898	cytoplasmic side of plasma membrane
GO:0009916	alternative oxidase activity
GO:0009927	histidine phosphotransfer kinase activity
GO:0009975	cyclase activity
GO:0009976	tocopherol cyclase activity
GO:0009977	proton motive force dependent protein transmembrane transporter activity
GO:0009982	pseudouridine synthase activity
GO:0009986	cell surface
GO:0009987	cellular process
GO:0010024	phytochromobilin biosynthetic process
GO:0010027	thylakoid membrane organization
GO:0010038	response to metal ion
GO:0010039	response to iron ion
GO:0010041	response to iron(III) ion
GO:0010043	response to zinc ion
GO:0010124	phenylacetate catabolic process
GO:0010133	GO:0010133
GO:0010134	GO:0010134
GO:0010181	FMN binding
GO:0010190	cytochrome b6f complex assembly
GO:0010206	photosystem II repair
GO:0010207	photosystem II assembly
GO:0010230	alternative respiration
GO:0010242	oxygen evolving activity
GO:0010275	NAD(P)H dehydrogenase complex assembly
GO:0010285	L,L-diaminopimelate:2-oxoglutarate transaminase activity
GO:0010411	xyloglucan metabolic process
GO:0010436	carotenoid dioxygenase activity
GO:0010467	gene expression
GO:0010468	regulation of gene expression
GO:0010992	ubiquitin recycling
GO:0012505	endomembrane system
GO:0015012	heparan sulfate proteoglycan biosynthetic process
GO:0015031	protein transport
GO:0015035	protein-disulfide reductase activity
GO:0015036	disulfide oxidoreductase activity
GO:0015038	glutathione disulfide oxidoreductase activity
GO:0015074	DNA integration
GO:0015078	proton transmembrane transporter activity
GO:0015079	potassium ion transmembrane transporter activity
GO:0015086	cadmium ion transmembrane transporter activity
GO:0015087	cobalt ion transmembrane transporter activity
GO:0015093	ferrous iron transmembrane transporter activity
GO:0015095	magnesium ion transmembrane transporter activity
GO:0015098	molybdate ion transmembrane transporter activity
GO:0015104	antimonite transmembrane transporter activity
GO:0015105	arsenite transmembrane transporter activity
GO:0015108	chloride transmembrane transporter activity
GO:0015112	nitrate transmembrane transporter activity
GO:0015113	nitrite transmembrane transporter activity
GO:0015159	polysaccharide transmembrane transporter activity
GO:0015171	amino acid transmembrane transporter activity
GO:0015179	L-amino acid transmembrane transporter activity
GO:0015188	L-isoleucine transmembrane transporter activity
GO:0015190	L-leucine transmembrane transporter activity
GO:0015192	L-phenylalanine transmembrane transporter activity
GO:0015221	lipopolysaccharide transmembrane transporter activity
GO:0015225	biotin transmembrane transporter activity
GO:0015245	fatty acid transmembrane transporter activity
GO:0015267	channel activity
GO:0015276	ligand-gated monoatomic ion channel activity
GO:0015288	porin activity
GO:0015293	symporter activity
GO:0015297	antiporter activity
GO:0015341	zinc efflux antiporter activity
GO:0015343	siderophore-iron transmembrane transporter activity
GO:0015344	siderophore uptake transmembrane transporter activity
GO:0015369	calcium:proton antiporter activity
GO:0015379	potassium:chloride symporter activity
GO:0015385	sodium:proton antiporter activity
GO:0015386	potassium:proton antiporter activity
GO:0015418	ABC-type quaternary ammonium compound transporting activity
GO:0015419	ABC-type sulfate transporter activity
GO:0015420	ABC-type vitamin B12 transporter activity
GO:0015421	ABC-type oligopeptide transporter activity
GO:0015423	ABC-type maltose transporter activity
GO:0015424	ABC-type amino acid transporter activity
GO:0015446	ATPase-coupled arsenite transmembrane transporter activity
GO:0015450	protein-transporting ATPase activity
GO:0015562	efflux transmembrane transporter activity
GO:0015594	ABC-type putrescine transporter activity
GO:0015627	type II protein secretion system complex
GO:0015628	protein secretion by the type II secretion system
GO:0015648	lipid-linked peptidoglycan transporter activity
GO:0015658	branched-chain amino acid transmembrane transporter activity
GO:0015662	P-type ion transporter activity
GO:0015689	molybdate ion transport
GO:0015698	inorganic anion transport
GO:0015716	organic phosphonate transport
GO:0015768	maltose transport
GO:0015807	L-amino acid transport
GO:0015808	L-alanine transport
GO:0015833	peptide transport
GO:0015846	polyamine transport
GO:0015849	organic acid transport
GO:0015891	siderophore transport
GO:0015920	lipopolysaccharide transport
GO:0015923	mannosidase activity
GO:0015925	galactosidase activity
GO:0015934	large ribosomal subunit
GO:0015935	small ribosomal subunit
GO:0015936	coenzyme A metabolic process
GO:0015937	coenzyme A biosynthetic process
GO:0015940	pantothenate biosynthetic process
GO:0015941	pantothenate catabolic process
GO:0015949	nucleobase-containing small molecule interconversion
GO:0015969	guanosine tetraphosphate metabolic process
GO:0015976	carbon utilization
GO:0015977	carbon fixation
GO:0015979	photosynthesis
GO:0015990	electron transport coupled proton transport
GO:0015995	chlorophyll biosynthetic process
GO:0015996	chlorophyll catabolic process
GO:0016002	GO:0016002
GO:0016020	membrane
GO:0016034	maleylacetoacetate isomerase activity
GO:0016036	cellular response to phosphate starvation
GO:0016037	light absorption
GO:0016041	glutamate synthase (ferredoxin) activity
GO:0016042	lipid catabolic process
GO:0016052	carbohydrate catabolic process
GO:0016072	rRNA metabolic process
GO:0016075	rRNA catabolic process
GO:0016094	polyprenol biosynthetic process
GO:0016114	terpenoid biosynthetic process
GO:0016117	carotenoid biosynthetic process
GO:0016121	carotene catabolic process
GO:0016125	sterol metabolic process
GO:0016149	translation release factor activity, codon specific
GO:0016150	translation release factor activity, codon nonspecific
GO:0016151	nickel cation binding
GO:0016157	sucrose synthase activity
GO:0016163	nitrogenase activity
GO:0016166	phytoene dehydrogenase activity
GO:0016168	chlorophyll binding
GO:0016208	AMP binding
GO:0016209	antioxidant activity
GO:0016226	iron-sulfur cluster assembly
GO:0016260	L-selenocysteine biosynthetic process
GO:0016279	protein-lysine N-methyltransferase activity
GO:0016285	alanyl aminopeptidase activity
GO:0016297	fatty acyl-[ACP] hydrolase activity
GO:0016298	lipase activity
GO:0016301	kinase activity
GO:0016407	acetyltransferase activity
GO:0016410	GO:0016410
GO:0016411	acylglycerol O-acyltransferase activity
GO:0016435	rRNA (guanine) methyltransferase activity
GO:0016462	pyrophosphatase activity
GO:0016485	protein processing
GO:0016491	oxidoreductase activity
GO:0016539	intein-mediated protein splicing
GO:0016597	amino acid binding
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0016618	hydroxypyruvate reductase [NAD(P)H] activity
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
GO:0016630	protochlorophyllide reductase activity
GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors
GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
GO:0016651	oxidoreductase activity, acting on NAD(P)H
GO:0016652	oxidoreductase activity, acting on NAD(P)H as acceptor
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0016679	oxidoreductase activity, acting on diphenols and related substances as donors
GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor
GO:0016691	chloride peroxidase activity
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016706	2-oxoglutarate-dependent dioxygenase activity
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0016719	9,9'-di-cis-zeta-carotene desaturase activity
GO:0016722	oxidoreductase activity, acting on metal ions
GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
GO:0016740	transferase activity
GO:0016741	transferase activity, transferring one-carbon groups
GO:0016743	carboxyl- or carbamoyltransferase activity
GO:0016746	acyltransferase activity
GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups
GO:0016757	glycosyltransferase activity
GO:0016758	hexosyltransferase activity
GO:0016763	pentosyltransferase activity
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0016772	transferase activity, transferring phosphorus-containing groups
GO:0016773	phosphotransferase activity, alcohol group as acceptor
GO:0016775	phosphotransferase activity, nitrogenous group as acceptor
GO:0016776	phosphotransferase activity, phosphate group as acceptor
GO:0016779	nucleotidyltransferase activity
GO:0016780	phosphotransferase activity, for other substituted phosphate groups
GO:0016781	phosphotransferase activity, paired acceptors
GO:0016783	sulfurtransferase activity
GO:0016787	hydrolase activity
GO:0016788	hydrolase activity, acting on ester bonds
GO:0016791	phosphatase activity
GO:0016798	hydrolase activity, acting on glycosyl bonds
GO:0016803	ether hydrolase activity
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0016829	lyase activity
GO:0016831	carboxy-lyase activity
GO:0016832	aldehyde-lyase activity
GO:0016833	oxo-acid-lyase activity
GO:0016835	carbon-oxygen lyase activity
GO:0016836	hydro-lyase activity
GO:0016840	carbon-nitrogen lyase activity
GO:0016846	carbon-sulfur lyase activity
GO:0016849	phosphorus-oxygen lyase activity
GO:0016851	magnesium chelatase activity
GO:0016853	isomerase activity
GO:0016855	racemase and epimerase activity, acting on amino acids and derivatives
GO:0016868	intramolecular phosphotransferase activity
GO:0016872	intramolecular lyase activity
GO:0016874	ligase activity
GO:0016879	ligase activity, forming carbon-nitrogen bonds
GO:0016881	acid-amino acid ligase activity
GO:0016887	ATP hydrolysis activity
GO:0016891	RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism
GO:0016937	short-chain fatty acyl-CoA dehydrogenase activity
GO:0016984	ribulose-bisphosphate carboxylase activity
GO:0016987	sigma factor activity
GO:0016990	arginine deiminase activity
GO:0016992	lipoate synthase activity
GO:0016993	precorrin-8X methylmutase activity
GO:0016994	precorrin-6A reductase activity
GO:0016999	antibiotic metabolic process
GO:0017000	antibiotic biosynthetic process
GO:0017001	antibiotic catabolic process
GO:0017004	cytochrome complex assembly
GO:0017006	protein-tetrapyrrole linkage
GO:0017038	protein import
GO:0017057	6-phosphogluconolactonase activity
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity
GO:0017089	glycolipid transfer activity
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex
GO:0017111	ribonucleoside triphosphate phosphatase activity
GO:0017116	single-stranded DNA helicase activity
GO:0017148	negative regulation of translation
GO:0017150	tRNA dihydrouridine synthase activity
GO:0018104	peptidoglycan-protein cross-linking
GO:0018169	ribosomal S6-glutamic acid ligase activity
GO:0018549	methanethiol oxidase activity
GO:0018773	acetylpyruvate hydrolase activity
GO:0018858	benzoate-CoA ligase activity
GO:0019062	virion attachment to host cell
GO:0019104	DNA N-glycosylase activity
GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity
GO:0019139	cytokinin dehydrogenase activity
GO:0019143	3-deoxy-manno-octulosonate-8-phosphatase activity
GO:0019146	arabinose-5-phosphate isomerase activity
GO:0019150	D-ribulokinase activity
GO:0019154	glycolate dehydrogenase activity
GO:0019171	(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
GO:0019172	glyoxalase III activity
GO:0019184	nonribosomal peptide biosynthetic process
GO:0019202	amino acid kinase activity
GO:0019209	kinase activator activity
GO:0019239	deaminase activity
GO:0019240	L-citrulline biosynthetic process
GO:0019242	methylglyoxal biosynthetic process
GO:0019243	GO:0019243
GO:0019253	reductive pentose-phosphate cycle
GO:0019262	N-acetylneuraminate catabolic process
GO:0019264	GO:0019264
GO:0019265	GO:0019265
GO:0019277	UDP-N-acetylgalactosamine biosynthetic process
GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
GO:0019290	siderophore biosynthetic process
GO:0019294	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
GO:0019303	D-ribose catabolic process
GO:0019305	dTDP-rhamnose biosynthetic process
GO:0019318	hexose metabolic process
GO:0019319	hexose biosynthetic process
GO:0019323	pentose catabolic process
GO:0019354	siroheme biosynthetic process
GO:0019359	nicotinamide nucleotide biosynthetic process
GO:0019379	GO:0019379
GO:0019427	GO:0019427
GO:0019430	removal of superoxide radicals
GO:0019441	GO:0019441
GO:0019464	glycine decarboxylation via glycine cleavage system
GO:0019478	D-amino acid catabolic process
GO:0019509	GO:0019509
GO:0019518	GO:0019518
GO:0019521	D-gluconate metabolic process
GO:0019538	protein metabolic process
GO:0019540	catechol-containing siderophore biosynthetic process
GO:0019546	GO:0019546
GO:0019563	glycerol catabolic process
GO:0019594	mannitol metabolic process
GO:0019627	urea metabolic process
GO:0019629	GO:0019629
GO:0019631	quinate catabolic process
GO:0019632	shikimate metabolic process
GO:0019646	aerobic electron transport chain
GO:0019674	NAD+ metabolic process
GO:0019676	ammonia assimilation cycle
GO:0019677	NAD+ catabolic process
GO:0019684	photosynthesis, light reaction
GO:0019685	photosynthesis, dark reaction
GO:0019693	ribose phosphate metabolic process
GO:0019740	nitrogen utilization
